customer_id,first_name,last_name,gender,dob,email,phone,city,state,zip_code
CUST00052,Name51,Surname51,Female,1975-09-24,user51@mail.com,9999900051,New York,FL,82690
CUST00053,Name52,Surname52,Male,1996-10-29,user52@mail.com,9999900052,Los Angeles,WA,40672
CUST00054,Name53,Surname53,Male,1986-08-15,user53@mail.com,9999900053,Los Angeles,NY,19079
CUST00055,Name54,Surname54,Female,1976-12-17,user54@mail.com,9999900054,Dallas,FL,86172
CUST00056,Name55,Surname55,Male,1993-06-02,user55@mail.com,9999900055,Dallas,FL,14520
CUST00057,Name56,Surname56,Male,1983-10-30,user56@mail.com,9999900056,New York,WA,90921
CUST00058,Name57,Surname57,Female,1992-05-21,user57@mail.com,9999900057,Miami,NY,29481
CUST00059,Name58,Surname58,Male,1982-10-25,user58@mail.com,9999900058,Los Angeles,TX,32259
CUST00060,Name59,Surname59,Male,1971-03-04,user59@mail.com,9999900059,Seattle,NY,91606
CUST00061,Name60,Surname60,Female,1978-01-31,user60@mail.com,9999900060,Dallas,FL,74409
CUST00062,Name61,Surname61,Female,1975-12-08,user61@mail.com,9999900061,Miami,WA,65070
CUST00063,Name62,Surname62,Male,1989-04-01,user62@mail.com,9999900062,Dallas,WA,93387
CUST00064,Name63,Surname63,Male,1995-04-29,user63@mail.com,9999900063,New York,CA,70140
CUST00065,Name64,Surname64,Female,1991-11-10,user64@mail.com,9999900064,Dallas,TX,43248
CUST00066,Name65,Surname65,Female,1976-06-23,user65@mail.com,9999900065,Seattle,CA,34189
CUST00067,Name66,Surname66,Male,1983-12-13,user66@mail.com,9999900066,Seattle,CA,17565
CUST00068,Name67,Surname67,Male,1971-11-17,user67@mail.com,9999900067,Los Angeles,TX,16192
CUST00069,Name68,Surname68,Female,1998-03-24,user68@mail.com,9999900068,Dallas,FL,95930
CUST00070,Name69,Surname69,Female,1996-03-01,user69@mail.com,9999900069,New York,TX,23706
CUST00071,Name70,Surname70,Male,1996-07-10,user70@mail.com,9999900070,New York,TX,63751
CUST00072,Name71,Surname71,Male,1998-12-07,user71@mail.com,9999900071,Dallas,WA,41329
CUST00073,Name72,Surname72,Male,1971-07-10,user72@mail.com,9999900072,Miami,CA,33908
CUST00074,Name73,Surname73,Female,1996-05-06,user73@mail.com,9999900073,Miami,WA,82787
CUST00075,Name74,Surname74,Female,1990-09-27,user74@mail.com,9999900074,Los Angeles,NY,28278
CUST00076,Name75,Surname75,Male,1996-12-15,user75@mail.com,9999900075,Dallas,NY,63339
CUST00077,Name76,Surname76,Male,1998-11-02,user76@mail.com,9999900076,Miami,CA,12171
CUST00078,Name77,Surname77,Female,1970-02-07,user77@mail.com,9999900077,Seattle,TX,38412
CUST00079,Name78,Surname78,Female,1987-11-25,user78@mail.com,9999900078,Miami,TX,40503
CUST00080,Name79,Surname79,Male,1972-12-29,user79@mail.com,9999900079,Miami,CA,61857
CUST00081,Name80,Surname80,Female,1981-06-05,user80@mail.com,9999900080,New York,WA,92165
CUST00082,Name81,Surname81,Male,1977-01-20,user81@mail.com,9999900081,New York,NY,44723
CUST00083,Name82,Surname82,Male,1975-01-09,user82@mail.com,9999900082,Miami,FL,39050
CUST00084,Name83,Surname83,Female,1981-05-09,user83@mail.com,9999900083,New York,NY,51500
CUST00085,Name84,Surname84,Female,1981-08-15,user84@mail.com,9999900084,Los Angeles,CA,76016
CUST00086,Name85,Surname85,Male,1984-06-12,user85@mail.com,9999900085,Dallas,CA,27929
CUST00087,Name86,Surname86,Female,1973-11-13,user86@mail.com,9999900086,New York,NY,45994
CUST00088,Name87,Surname87,Female,1987-05-19,user87@mail.com,9999900087,New York,WA,56325
CUST00089,Name88,Surname88,Male,1976-08-23,user88@mail.com,9999900088,Seattle,CA,95715
CUST00090,Name89,Surname89,Male,1978-03-03,user89@mail.com,9999900089,Los Angeles,WA,69307
CUST00091,Name90,Surname90,Male,1980-05-10,user90@mail.com,9999900090,New York,CA,33184
CUST00092,Name91,Surname91,Female,1991-06-05,user91@mail.com,9999900091,Seattle,CA,50461
CUST00093,Name92,Surname92,Female,1991-11-14,user92@mail.com,9999900092,Miami,WA,38002
CUST00094,Name93,Surname93,Female,1997-08-28,user93@mail.com,9999900093,Los Angeles,NY,98068
CUST00095,Name94,Surname94,Male,1973-11-08,user94@mail.com,9999900094,New York,FL,43841
CUST00096,Name95,Surname95,Male,1996-03-31,user95@mail.com,9999900095,Dallas,FL,36159
CUST00097,Name96,Surname96,Male,1983-08-07,user96@mail.com,9999900096,Dallas,NY,43557
CUST00098,Name97,Surname97,Male,1982-02-28,user97@mail.com,9999900097,Los Angeles,NY,46157
CUST00099,Name98,Surname98,Female,1987-05-18,user98@mail.com,9999900098,Dallas,FL,33822
CUST00100,Name99,Surname99,Male,1988-06-09,user99@mail.com,9999900099,Seattle,WA,95905
CUST00101,Name100,Surname100,Female,1993-02-05,user100@mail.com,9999900100,Dallas,NY,13782
CUST00102,Name101,Surname101,Male,1989-02-11,user101@mail.com,9999900101,New York,CA,64009
CUST00103,Name102,Surname102,Female,1985-11-26,user102@mail.com,9999900102,Seattle,CA,54905
CUST00104,Name103,Surname103,Female,1979-08-02,user103@mail.com,9999900103,Seattle,TX,47670
CUST00105,Name104,Surname104,Male,1972-02-29,user104@mail.com,9999900104,Los Angeles,FL,52212
CUST00106,Name105,Surname105,Female,1986-09-16,user105@mail.com,9999900105,New York,TX,55782
CUST00107,Name106,Surname106,Female,1970-12-30,user106@mail.com,9999900106,Dallas,NY,37651
CUST00108,Name107,Surname107,Male,1999-02-15,user107@mail.com,9999900107,Dallas,FL,65585
CUST00109,Name108,Surname108,Male,1980-02-03,user108@mail.com,9999900108,Miami,WA,80912
CUST00110,Name109,Surname109,Female,1991-07-31,user109@mail.com,9999900109,Seattle,FL,82170
CUST00111,Name110,Surname110,Male,1998-04-03,user110@mail.com,9999900110,Miami,TX,93504
CUST00112,Name111,Surname111,Male,1990-12-18,user111@mail.com,9999900111,New York,CA,37117
CUST00113,Name112,Surname112,Male,1985-08-01,user112@mail.com,9999900112,Los Angeles,WA,92649
CUST00114,Name113,Surname113,Female,1982-10-20,user113@mail.com,9999900113,Dallas,FL,32263
CUST00115,Name114,Surname114,Male,1991-12-10,user114@mail.com,9999900114,Seattle,CA,45288
CUST00116,Name115,Surname115,Male,1987-10-09,user115@mail.com,9999900115,Miami,NY,99149
CUST00117,Name116,Surname116,Female,1991-12-17,user116@mail.com,9999900116,New York,FL,14979
CUST00118,Name117,Surname117,Male,1996-06-24,user117@mail.com,9999900117,Dallas,WA,35906
CUST00119,Name118,Surname118,Female,1978-08-31,user118@mail.com,9999900118,Miami,FL,18348
CUST00120,Name119,Surname119,Male,1994-05-14,user119@mail.com,9999900119,Seattle,WA,30812
CUST00121,Name120,Surname120,Male,1989-07-01,user120@mail.com,9999900120,Los Angeles,TX,89983
CUST00122,Name121,Surname121,Female,1975-01-28,user121@mail.com,9999900121,Seattle,TX,43803
CUST00123,Name122,Surname122,Female,1991-05-11,user122@mail.com,9999900122,Los Angeles,TX,58473
CUST00124,Name123,Surname123,Male,1972-03-23,user123@mail.com,9999900123,Los Angeles,TX,53197
CUST00125,Name124,Surname124,Female,1989-03-20,user124@mail.com,9999900124,Dallas,CA,77912
CUST00126,Name125,Surname125,Female,1988-02-27,user125@mail.com,9999900125,Seattle,TX,95473
CUST00127,Name126,Surname126,Male,1994-06-07,user126@mail.com,9999900126,Los Angeles,NY,32096
CUST00128,Name127,Surname127,Male,1987-06-17,user127@mail.com,9999900127,Miami,CA,47541
CUST00129,Name128,Surname128,Male,1993-05-03,user128@mail.com,9999900128,New York,TX,71326
CUST00130,Name129,Surname129,Male,1992-09-09,user129@mail.com,9999900129,Los Angeles,NY,56332
CUST00131,Name130,Surname130,Female,1976-04-19,user130@mail.com,9999900130,Los Angeles,NY,28926
CUST00132,Name131,Surname131,Male,1990-08-11,user131@mail.com,9999900131,Los Angeles,NY,54362
CUST00133,Name132,Surname132,Female,1976-02-20,user132@mail.com,9999900132,Los Angeles,FL,65535
CUST00134,Name133,Surname133,Female,1991-05-17,user133@mail.com,9999900133,Seattle,FL,79289
CUST00135,Name134,Surname134,Female,1973-01-16,user134@mail.com,9999900134,Los Angeles,CA,29020
CUST00136,Name135,Surname135,Male,1981-09-24,user135@mail.com,9999900135,Dallas,FL,72948
CUST00137,Name136,Surname136,Male,1982-08-30,user136@mail.com,9999900136,Miami,WA,51452
CUST00138,Name137,Surname137,Male,1996-11-01,user137@mail.com,9999900137,Seattle,WA,59572
CUST00139,Name138,Surname138,Male,1988-09-16,user138@mail.com,9999900138,Dallas,FL,31242
CUST00140,Name139,Surname139,Male,1998-09-17,user139@mail.com,9999900139,New York,NY,83032
CUST00141,Name140,Surname140,Female,1988-07-26,user140@mail.com,9999900140,Dallas,FL,29147
CUST00142,Name141,Surname141,Female,1979-02-09,user141@mail.com,9999900141,Los Angeles,TX,55345
CUST00143,Name142,Surname142,Male,1981-05-09,user142@mail.com,9999900142,Seattle,NY,82303
CUST00144,Name143,Surname143,Male,1976-07-08,user143@mail.com,9999900143,Seattle,CA,50975
CUST00145,Name144,Surname144,Female,1994-09-29,user144@mail.com,9999900144,Los Angeles,CA,18722
CUST00146,Name145,Surname145,Male,1989-07-04,user145@mail.com,9999900145,New York,CA,30048
CUST00147,Name146,Surname146,Female,1996-11-25,user146@mail.com,9999900146,New York,FL,18348
CUST00148,Name147,Surname147,Female,1983-05-01,user147@mail.com,9999900147,Seattle,FL,23581
CUST00149,Name148,Surname148,Female,1997-05-26,user148@mail.com,9999900148,Miami,TX,67651
CUST00150,Name149,Surname149,Male,1984-02-16,user149@mail.com,9999900149,Dallas,WA,68054
CUST00151,Name150,Surname150,Female,1980-11-15,user150@mail.com,9999900150,Los Angeles,CA,86851
CUST00152,Name151,Surname151,Female,1975-03-17,user151@mail.com,9999900151,Miami,WA,35956
CUST00153,Name152,Surname152,Male,1993-08-14,user152@mail.com,9999900152,Dallas,FL,50935
CUST00154,Name153,Surname153,Female,1975-04-11,user153@mail.com,9999900153,Seattle,CA,69999
CUST00155,Name154,Surname154,Male,1992-09-22,user154@mail.com,9999900154,Seattle,NY,36148
CUST00156,Name155,Surname155,Female,1971-03-09,user155@mail.com,9999900155,Seattle,FL,69944
CUST00157,Name156,Surname156,Female,1991-09-26,user156@mail.com,9999900156,Seattle,WA,93743
CUST00158,Name157,Surname157,Male,1971-06-23,user157@mail.com,9999900157,Dallas,CA,83068
CUST00159,Name158,Surname158,Male,1987-01-10,user158@mail.com,9999900158,New York,TX,47988
CUST00160,Name159,Surname159,Male,1973-03-27,user159@mail.com,9999900159,Dallas,CA,18880
CUST00161,Name160,Surname160,Female,1974-02-22,user160@mail.com,9999900160,Los Angeles,WA,72433
CUST00162,Name161,Surname161,Male,1975-10-04,user161@mail.com,9999900161,Dallas,CA,92161
CUST00163,Name162,Surname162,Male,1996-08-10,user162@mail.com,9999900162,Miami,NY,12339
CUST00164,Name163,Surname163,Male,1977-08-22,user163@mail.com,9999900163,Miami,TX,37969
CUST00165,Name164,Surname164,Female,1993-07-02,user164@mail.com,9999900164,Dallas,FL,58651
CUST00166,Name165,Surname165,Male,1973-11-03,user165@mail.com,9999900165,Miami,TX,10373
CUST00167,Name166,Surname166,Male,1995-09-09,user166@mail.com,9999900166,Dallas,NY,13068
CUST00168,Name167,Surname167,Male,1997-11-16,user167@mail.com,9999900167,Miami,WA,30212
CUST00169,Name168,Surname168,Male,1987-02-18,user168@mail.com,9999900168,Seattle,CA,58188
CUST00170,Name169,Surname169,Male,1975-06-12,user169@mail.com,9999900169,Seattle,NY,30586
CUST00171,Name170,Surname170,Female,1999-11-21,user170@mail.com,9999900170,Seattle,TX,20580
CUST00172,Name171,Surname171,Female,1999-11-23,user171@mail.com,9999900171,New York,NY,34387
CUST00173,Name172,Surname172,Male,1989-08-26,user172@mail.com,9999900172,Miami,NY,46756
CUST00174,Name173,Surname173,Male,1978-02-15,user173@mail.com,9999900173,Los Angeles,NY,26839
CUST00175,Name174,Surname174,Male,1996-08-21,user174@mail.com,9999900174,Dallas,FL,22396
CUST00176,Name175,Surname175,Female,1999-11-02,user175@mail.com,9999900175,Los Angeles,WA,23693
CUST00177,Name176,Surname176,Male,1985-02-05,user176@mail.com,9999900176,Dallas,TX,59508
CUST00178,Name177,Surname177,Female,1990-11-29,user177@mail.com,9999900177,Los Angeles,WA,90760
CUST00179,Name178,Surname178,Male,1984-02-11,user178@mail.com,9999900178,Miami,NY,32347
CUST00180,Name179,Surname179,Female,1970-12-03,user179@mail.com,9999900179,Los Angeles,NY,40537
CUST00181,Name180,Surname180,Male,1985-09-17,user180@mail.com,9999900180,Los Angeles,CA,57853
CUST00182,Name181,Surname181,Male,1988-10-31,user181@mail.com,9999900181,Dallas,TX,50115
CUST00183,Name182,Surname182,Male,1985-08-04,user182@mail.com,9999900182,Dallas,WA,68373
CUST00184,Name183,Surname183,Female,1972-02-04,user183@mail.com,9999900183,Seattle,NY,42198
CUST00185,Name184,Surname184,Female,1985-01-30,user184@mail.com,9999900184,Miami,WA,12257
CUST00186,Name185,Surname185,Male,1973-05-09,user185@mail.com,9999900185,New York,CA,85027
CUST00187,Name186,Surname186,Female,1989-08-26,user186@mail.com,9999900186,New York,TX,84673
CUST00188,Name187,Surname187,Female,1993-07-06,user187@mail.com,9999900187,Dallas,WA,84526
CUST00189,Name188,Surname188,Female,1974-05-16,user188@mail.com,9999900188,New York,WA,64695
CUST00190,Name189,Surname189,Male,1990-05-08,user189@mail.com,9999900189,Miami,NY,35899
CUST00191,Name190,Surname190,Male,1978-01-25,user190@mail.com,9999900190,New York,TX,47261
CUST00192,Name191,Surname191,Male,1975-01-09,user191@mail.com,9999900191,New York,WA,62224
CUST00193,Name192,Surname192,Female,1984-04-03,user192@mail.com,9999900192,Seattle,TX,72302
CUST00194,Name193,Surname193,Male,1970-01-01,user193@mail.com,9999900193,Dallas,WA,55838
CUST00195,Name194,Surname194,Female,1995-03-13,user194@mail.com,9999900194,New York,NY,77986
CUST00196,Name195,Surname195,Male,1975-12-06,user195@mail.com,9999900195,Los Angeles,TX,64984
CUST00197,Name196,Surname196,Female,1990-04-15,user196@mail.com,9999900196,New York,TX,85347
CUST00198,Name197,Surname197,Female,1971-11-30,user197@mail.com,9999900197,Miami,FL,42856
CUST00199,Name198,Surname198,Female,1976-07-03,user198@mail.com,9999900198,Miami,WA,53512
CUST00200,Name199,Surname199,Male,1973-10-06,user199@mail.com,9999900199,Los Angeles,NY,71734
CUST00201,Name200,Surname200,Female,1971-03-24,user200@mail.com,9999900200,Seattle,FL,60683
CUST00202,Name201,Surname201,Male,1979-07-28,user201@mail.com,9999900201,Dallas,FL,14224
CUST00203,Name202,Surname202,Male,1988-07-08,user202@mail.com,9999900202,Miami,NY,95857
CUST00204,Name203,Surname203,Male,1983-11-16,user203@mail.com,9999900203,Los Angeles,NY,80905
CUST00205,Name204,Surname204,Female,1971-10-10,user204@mail.com,9999900204,Los Angeles,WA,64008
CUST00206,Name205,Surname205,Male,1983-02-16,user205@mail.com,9999900205,New York,WA,88229
CUST00207,Name206,Surname206,Male,1981-02-22,user206@mail.com,9999900206,Seattle,NY,81166
CUST00208,Name207,Surname207,Female,1975-11-28,user207@mail.com,9999900207,Los Angeles,CA,43316
CUST00209,Name208,Surname208,Female,1979-04-06,user208@mail.com,9999900208,Seattle,WA,23125
CUST00210,Name209,Surname209,Male,1989-11-21,user209@mail.com,9999900209,Dallas,CA,53410
CUST00211,Name210,Surname210,Male,1992-12-14,user210@mail.com,9999900210,Dallas,NY,70561
CUST00212,Name211,Surname211,Male,1994-07-25,user211@mail.com,9999900211,Seattle,FL,71650
CUST00213,Name212,Surname212,Male,1975-06-08,user212@mail.com,9999900212,Miami,FL,65666
CUST00214,Name213,Surname213,Female,1994-03-23,user213@mail.com,9999900213,New York,WA,24219
CUST00215,Name214,Surname214,Male,1995-07-19,user214@mail.com,9999900214,Los Angeles,TX,65317
CUST00216,Name215,Surname215,Male,1979-09-10,user215@mail.com,9999900215,Los Angeles,NY,40815
CUST00217,Name216,Surname216,Female,1998-06-03,user216@mail.com,9999900216,Miami,WA,71488
CUST00218,Name217,Surname217,Female,1992-02-12,user217@mail.com,9999900217,Los Angeles,TX,53492
CUST00219,Name218,Surname218,Male,1995-10-04,user218@mail.com,9999900218,Dallas,NY,37003
CUST00220,Name219,Surname219,Male,1981-05-03,user219@mail.com,9999900219,New York,CA,95765
CUST00221,Name220,Surname220,Male,1993-11-07,user220@mail.com,9999900220,Seattle,FL,45387
CUST00222,Name221,Surname221,Female,1993-02-27,user221@mail.com,9999900221,Los Angeles,TX,60060
CUST00223,Name222,Surname222,Female,1978-06-02,user222@mail.com,9999900222,Dallas,NY,46232
CUST00224,Name223,Surname223,Female,1987-01-22,user223@mail.com,9999900223,Los Angeles,NY,64662
CUST00225,Name224,Surname224,Male,1985-02-03,user224@mail.com,9999900224,Dallas,CA,85726
CUST00226,Name225,Surname225,Female,1974-08-27,user225@mail.com,9999900225,New York,CA,63589
CUST00227,Name226,Surname226,Female,1993-07-21,user226@mail.com,9999900226,Miami,NY,85576
CUST00228,Name227,Surname227,Female,1977-11-19,user227@mail.com,9999900227,New York,NY,12009
CUST00229,Name228,Surname228,Female,1994-08-12,user228@mail.com,9999900228,Dallas,TX,17528
CUST00230,Name229,Surname229,Female,1973-05-21,user229@mail.com,9999900229,Miami,CA,41716
CUST00231,Name230,Surname230,Female,1985-12-16,user230@mail.com,9999900230,Dallas,TX,73164
CUST00232,Name231,Surname231,Male,1985-12-22,user231@mail.com,9999900231,Seattle,CA,11970
CUST00233,Name232,Surname232,Male,1982-04-30,user232@mail.com,9999900232,Dallas,WA,95038
CUST00234,Name233,Surname233,Female,1977-11-09,user233@mail.com,9999900233,Miami,TX,43523
CUST00235,Name234,Surname234,Male,1993-05-07,user234@mail.com,9999900234,Seattle,WA,68263
CUST00236,Name235,Surname235,Male,1989-12-27,user235@mail.com,9999900235,Los Angeles,FL,50104
CUST00237,Name236,Surname236,Male,1982-07-02,user236@mail.com,9999900236,Dallas,WA,41262
CUST00238,Name237,Surname237,Female,1996-07-23,user237@mail.com,9999900237,Miami,FL,84647
CUST00239,Name238,Surname238,Male,1981-08-19,user238@mail.com,9999900238,Seattle,NY,49063
CUST00240,Name239,Surname239,Male,1989-07-06,user239@mail.com,9999900239,Seattle,NY,69313
CUST00241,Name240,Surname240,Female,1997-09-22,user240@mail.com,9999900240,Los Angeles,NY,81617
CUST00242,Name241,Surname241,Male,1998-05-03,user241@mail.com,9999900241,New York,TX,95941
CUST00243,Name242,Surname242,Female,1995-10-18,user242@mail.com,9999900242,New York,NY,40487
CUST00244,Name243,Surname243,Female,1992-05-23,user243@mail.com,9999900243,Dallas,TX,15716
CUST00245,Name244,Surname244,Male,1974-10-25,user244@mail.com,9999900244,Miami,CA,62882
CUST00246,Name245,Surname245,Female,1978-03-25,user245@mail.com,9999900245,Los Angeles,TX,79108
CUST00247,Name246,Surname246,Female,1984-08-12,user246@mail.com,9999900246,Seattle,WA,27964
CUST00248,Name247,Surname247,Female,1972-05-13,user247@mail.com,9999900247,Seattle,CA,99707
CUST00249,Name248,Surname248,Female,1989-01-31,user248@mail.com,9999900248,Seattle,NY,56542
CUST00250,Name249,Surname249,Female,1993-07-01,user249@mail.com,9999900249,Dallas,CA,85874
CUST00251,Name250,Surname250,Female,1995-01-13,user250@mail.com,9999900250,Dallas,TX,31128
CUST00252,Name251,Surname251,Male,1992-05-25,user251@mail.com,9999900251,Dallas,CA,41619
CUST00253,Name252,Surname252,Male,1999-03-14,user252@mail.com,9999900252,Miami,CA,81911
CUST00254,Name253,Surname253,Female,1976-07-29,user253@mail.com,9999900253,Seattle,TX,97317
CUST00255,Name254,Surname254,Male,1970-12-04,user254@mail.com,9999900254,New York,TX,98835
CUST00256,Name255,Surname255,Female,1974-06-08,user255@mail.com,9999900255,Seattle,WA,28406
CUST00257,Name256,Surname256,Male,1974-01-11,user256@mail.com,9999900256,Miami,NY,15314
CUST00258,Name257,Surname257,Female,1982-10-28,user257@mail.com,9999900257,Seattle,CA,14255
CUST00259,Name258,Surname258,Female,1995-10-23,user258@mail.com,9999900258,Dallas,CA,25593
CUST00260,Name259,Surname259,Male,1993-11-15,user259@mail.com,9999900259,Miami,NY,38058
CUST00261,Name260,Surname260,Female,1980-09-02,user260@mail.com,9999900260,New York,FL,80982
CUST00262,Name261,Surname261,Female,1976-11-29,user261@mail.com,9999900261,New York,TX,50921
CUST00263,Name262,Surname262,Female,1974-11-18,user262@mail.com,9999900262,Seattle,TX,84363
CUST00264,Name263,Surname263,Female,1995-11-30,user263@mail.com,9999900263,Dallas,WA,36912
CUST00265,Name264,Surname264,Female,1988-07-31,user264@mail.com,9999900264,Los Angeles,WA,38382
CUST00266,Name265,Surname265,Male,1972-08-18,user265@mail.com,9999900265,Dallas,CA,59127
CUST00267,Name266,Surname266,Male,1974-03-09,user266@mail.com,9999900266,New York,FL,43878
CUST00268,Name267,Surname267,Male,1974-01-20,user267@mail.com,9999900267,Seattle,CA,41152
CUST00269,Name268,Surname268,Female,1995-05-12,user268@mail.com,9999900268,Los Angeles,TX,22606
CUST00270,Name269,Surname269,Female,1976-01-19,user269@mail.com,9999900269,Seattle,CA,24322
CUST00271,Name270,Surname270,Female,1976-07-28,user270@mail.com,9999900270,Los Angeles,TX,50611
CUST00272,Name271,Surname271,Female,1976-04-22,user271@mail.com,9999900271,Seattle,NY,19530
CUST00273,Name272,Surname272,Male,1985-06-23,user272@mail.com,9999900272,Los Angeles,TX,16308
CUST00274,Name273,Surname273,Female,1998-06-11,user273@mail.com,9999900273,New York,TX,86813
CUST00275,Name274,Surname274,Female,1993-11-08,user274@mail.com,9999900274,Seattle,FL,74543
CUST00276,Name275,Surname275,Male,1994-02-10,user275@mail.com,9999900275,Los Angeles,WA,16387
CUST00277,Name276,Surname276,Female,1988-07-01,user276@mail.com,9999900276,Seattle,NY,17819
CUST00278,Name277,Surname277,Male,1986-04-27,user277@mail.com,9999900277,Miami,TX,94910
CUST00279,Name278,Surname278,Male,1972-05-31,user278@mail.com,9999900278,Miami,CA,38358
CUST00280,Name279,Surname279,Female,1992-08-25,user279@mail.com,9999900279,Seattle,FL,45207
CUST00281,Name280,Surname280,Male,1984-06-10,user280@mail.com,9999900280,Seattle,TX,17075
CUST00282,Name281,Surname281,Female,1990-04-21,user281@mail.com,9999900281,New York,TX,31877
CUST00283,Name282,Surname282,Female,1995-07-25,user282@mail.com,9999900282,Los Angeles,CA,80280
CUST00284,Name283,Surname283,Male,1971-09-17,user283@mail.com,9999900283,Los Angeles,CA,37607
CUST00285,Name284,Surname284,Male,1982-06-30,user284@mail.com,9999900284,Seattle,WA,19437
